dt,open,high,low,close,volume
2026-03-06 11:15:00,24617.400390625,24654.55078125,24593.900390625,24608.849609375,0
2026-03-06 12:15:00,24608.599609375,24623.349609375,24576.05078125,24602.650390625,0
2026-03-06 13:15:00,24602.05078125,24623.5,24543.80078125,24585.75,0
2026-03-06 14:15:00,24587.19921875,24616.44921875,24431.5,24441.650390625,0
2026-03-06 15:15:00,24441.099609375,24474.400390625,24416.650390625,24469.400390625,0
2026-03-09 09:15:00,23868.05078125,23958.099609375,23697.849609375,23807.25,0
2026-03-09 10:15:00,23806.19921875,23896.0,23744.849609375,23818.599609375,0
2026-03-09 11:15:00,23819.5,23932.0,23787.349609375,23855.80078125,0
2026-03-09 12:15:00,23855.349609375,23918.19921875,23834.099609375,23870.69921875,0
2026-03-09 13:15:00,23869.69921875,23937.55078125,23853.849609375,23881.349609375,0
2026-03-09 14:15:00,23883.599609375,24075.849609375,23863.94921875,24047.80078125,0
2026-03-09 15:15:00,24047.69921875,24056.150390625,23994.69921875,24007.599609375,0
2026-03-10 09:15:00,24287.099609375,24296.900390625,24079.94921875,24151.05078125,0
2026-03-10 10:15:00,24151.5,24233.19921875,24149.30078125,24222.400390625,0
2026-03-10 11:15:00,24222.19921875,24255.30078125,24172.5,24172.5,0
2026-03-10 12:15:00,24173.099609375,24236.5,24142.44921875,24209.349609375,0
2026-03-10 13:15:00,24209.900390625,24294.0,24190.400390625,24285.94921875,0
2026-03-10 14:15:00,24286.25,24296.650390625,24201.94921875,24258.0,0
2026-03-10 15:15:00,24257.400390625,24302.5,24254.0,24286.150390625,0
2026-03-11 09:15:00,24262.69921875,24298.44921875,24109.849609375,24116.5,0
2026-03-11 10:15:00,24117.099609375,24141.94921875,24049.400390625,24071.400390625,0
2026-03-11 11:15:00,24073.75,24073.75,23972.349609375,24011.599609375,0
2026-03-11 12:15:00,24012.55078125,24024.19921875,23920.30078125,23929.650390625,0
2026-03-11 13:15:00,23930.69921875,24005.349609375,23914.19921875,23939.94921875,0
2026-03-11 14:15:00,23940.94921875,23977.05078125,23855.25,23861.900390625,0
2026-03-11 15:15:00,23864.19921875,23879.599609375,23837.05078125,23848.19921875,0
2026-03-12 09:15:00,23686.599609375,23696.349609375,23557.849609375,23610.150390625,0
2026-03-12 10:15:00,23610.5,23773.650390625,23589.900390625,23741.05078125,0
2026-03-12 11:15:00,23741.75,23756.650390625,23665.0,23749.349609375,0
2026-03-12 12:15:00,23751.150390625,23759.19921875,23656.400390625,23715.25,0
2026-03-12 13:15:00,23718.30078125,23832.650390625,23695.80078125,23738.900390625,0
2026-03-12 14:15:00,23739.349609375,23758.150390625,23605.55078125,23633.900390625,0
2026-03-12 15:15:00,23636.349609375,23652.150390625,23624.599609375,23639.349609375,0
2026-03-13 09:15:00,23472.80078125,23491.900390625,23311.849609375,23329.80078125,0
2026-03-13 10:15:00,23330.94921875,23379.55078125,23306.5,23321.650390625,0
2026-03-13 11:15:00,23323.55078125,23414.900390625,23309.650390625,23336.150390625,0
2026-03-13 12:15:00,23338.900390625,23338.900390625,23175.05078125,23175.69921875,0
2026-03-13 13:15:00,23178.349609375,23205.5,23113.30078125,23201.849609375,0
2026-03-13 14:15:00,23203.650390625,23258.599609375,23125.099609375,23162.55078125,0
2026-03-13 15:15:00,23161.44921875,23173.849609375,23138.5,23170.900390625,0
2026-03-16 09:15:00,23125.650390625,23284.349609375,23106.44921875,23155.19921875,0
2026-03-16 10:15:00,23154.349609375,23154.349609375,22955.55078125,23092.349609375,0
2026-03-16 11:15:00,23093.55078125,23218.150390625,23090.69921875,23162.849609375,0
2026-03-16 12:15:00,23163.30078125,23196.44921875,23086.349609375,23116.80078125,0
2026-03-16 13:15:00,23117.94921875,23180.69921875,23092.849609375,23155.30078125,0
2026-03-16 14:15:00,23155.05078125,23502.0,23134.599609375,23435.25,0
2026-03-16 15:15:00,23435.80078125,23436.05078125,23338.599609375,23355.599609375,0
2026-03-17 09:15:00,23493.19921875,23536.849609375,23347.400390625,23526.0,0
2026-03-17 10:15:00,23525.849609375,23576.55078125,23443.0,23470.55078125,0
2026-03-17 11:15:00,23471.44921875,23479.5,23355.69921875,23435.30078125,0
2026-03-17 12:15:00,23435.150390625,23533.5,23380.349609375,23531.599609375,0
2026-03-17 13:15:00,23532.94921875,23608.900390625,23504.150390625,23600.44921875,0
2026-03-17 14:15:00,23600.0,23656.19921875,23526.849609375,23607.5,0
2026-03-17 15:15:00,23607.05078125,23607.650390625,23546.55078125,23557.5,0
2026-03-18 09:15:00,23634.30078125,23754.349609375,23630.25,23664.30078125,0
2026-03-18 10:15:00,23664.94921875,23790.75,23664.650390625,23785.30078125,0
2026-03-18 11:15:00,23784.69921875,23835.099609375,23770.599609375,23779.650390625,0
2026-03-18 12:15:00,23779.19921875,23803.19921875,23760.900390625,23803.19921875,0
2026-03-18 13:15:00,23802.400390625,23858.75,23792.400390625,23817.650390625,0
2026-03-18 14:15:00,23817.5,23861.80078125,23766.900390625,23792.55078125,0
2026-03-18 15:15:00,23792.349609375,23792.900390625,23730.650390625,23764.099609375,0
2026-03-19 09:15:00,23209.099609375,23371.75,23209.099609375,23236.650390625,0
2026-03-19 10:15:00,23234.75,23317.80078125,23204.05078125,23220.94921875,0
2026-03-19 11:15:00,23221.349609375,23268.75,23207.55078125,23265.5,0
2026-03-19 12:15:00,23265.5,23281.19921875,23194.69921875,23200.25,0
2026-03-19 13:15:00,23200.349609375,23217.849609375,23088.94921875,23111.30078125,0
2026-03-19 14:15:00,23111.55078125,23137.05078125,22931.94921875,22987.25,0
2026-03-19 15:15:00,22987.55078125,23093.900390625,22977.650390625,23087.849609375,0
2026-03-20 09:15:00,23130.599609375,23318.900390625,23130.599609375,23243.650390625,0
2026-03-20 10:15:00,23243.400390625,23317.900390625,23200.650390625,23289.150390625,0
2026-03-20 11:15:00,23288.94921875,23344.900390625,23210.900390625,23233.05078125,0
2026-03-20 12:15:00,23234.150390625,23251.19921875,23120.349609375,23231.5,0
2026-03-20 13:15:00,23232.0,23272.400390625,23185.25,23199.150390625,0
2026-03-20 14:15:00,23200.05078125,23205.75,23067.900390625,23106.849609375,0
2026-03-20 15:15:00,23106.25,23139.80078125,23078.69921875,23134.650390625,0
2026-03-23 09:15:00,22837.19921875,22838.349609375,22571.400390625,22572.30078125,0
2026-03-23 10:15:00,22571.94921875,22587.5,22505.0,22554.150390625,0
2026-03-23 11:15:00,22554.599609375,22571.599609375,22508.30078125,22535.349609375,0
2026-03-23 12:15:00,22534.25,22555.900390625,22472.099609375,22489.099609375,0
2026-03-23 13:15:00,22489.69921875,22661.150390625,22482.849609375,22618.69921875,0
2026-03-23 14:15:00,22619.650390625,22656.44921875,22486.099609375,22509.25,0
2026-03-23 15:15:00,22509.55078125,22510.69921875,22478.099609375,22492.650390625,0
2026-03-24 09:15:00,22854.05078125,22897.650390625,22682.30078125,22708.099609375,0
2026-03-24 10:15:00,22706.94921875,22766.80078125,22624.900390625,22698.25,0
2026-03-24 11:15:00,22699.400390625,22827.80078125,22689.55078125,22761.44921875,0
2026-03-24 12:15:00,22761.900390625,23025.19921875,22753.349609375,22990.5,0
2026-03-24 13:15:00,22990.75,23057.099609375,22950.599609375,22992.349609375,0
2026-03-24 14:15:00,22993.19921875,23037.900390625,22875.349609375,22898.650390625,0
2026-03-24 15:15:00,22901.150390625,22961.69921875,22881.30078125,22958.400390625,0
2026-03-25 09:15:00,23067.75,23310.099609375,23067.75,23305.55078125,0
2026-03-25 10:15:00,23306.599609375,23433.55078125,23283.349609375,23432.55078125,0
2026-03-25 11:15:00,23432.30078125,23442.0,23343.5,23440.349609375,0
2026-03-25 12:15:00,23439.94921875,23465.25,23369.69921875,23392.599609375,0
2026-03-25 13:15:00,23392.19921875,23462.80078125,23371.55078125,23390.75,0
2026-03-25 14:15:00,23390.30078125,23403.94921875,23284.099609375,23300.650390625,0
2026-03-25 15:15:00,23302.94921875,23311.400390625,23273.94921875,23309.0,0
2026-03-27 09:15:00,23173.55078125,23173.55078125,22977.55078125,22979.849609375,0
2026-03-27 10:15:00,22980.5,23038.650390625,22949.75,22991.0,0
2026-03-27 11:15:00,22990.44921875,22992.69921875,22917.69921875,22934.150390625,0
2026-03-27 12:15:00,22934.349609375,22973.19921875,22906.400390625,22943.150390625,0
2026-03-27 13:15:00,22943.650390625,22992.94921875,22884.94921875,22911.69921875,0
2026-03-27 14:15:00,22911.05078125,22917.099609375,22811.900390625,22815.19921875,0
2026-03-27 15:15:00,22814.400390625,22838.25,22804.80078125,22835.5,0
2026-03-30 09:15:00,22574.69921875,22713.30078125,22472.94921875,22596.75,0
2026-03-30 10:15:00,22595.900390625,22603.94921875,22454.0,22478.55078125,0
2026-03-30 11:15:00,22479.25,22594.5,22453.150390625,22567.099609375,0
2026-03-30 12:15:00,22566.900390625,22594.099609375,22481.44921875,22499.19921875,0
2026-03-30 13:15:00,22498.55078125,22516.349609375,22419.150390625,22420.5,0
2026-03-30 14:15:00,22420.19921875,22431.849609375,22285.55078125,22335.599609375,0
2026-03-30 15:15:00,22335.44921875,22391.0,22325.150390625,22379.19921875,0
2026-04-01 09:15:00,22878.900390625,22941.0,22811.400390625,22868.849609375,0
2026-04-01 10:15:00,22867.900390625,22879.44921875,22738.599609375,22763.75,0
2026-04-01 11:15:00,22763.55078125,22864.599609375,22736.94921875,22859.30078125,0
2026-04-01 12:15:00,22857.75,22883.400390625,22816.55078125,22883.30078125,0
2026-04-01 13:15:00,22883.19921875,22897.94921875,22649.75,22753.0,0
2026-04-01 14:15:00,22754.349609375,22756.80078125,22619.05078125,22671.650390625,0
2026-04-01 15:15:00,22671.099609375,22706.30078125,22668.599609375,22703.150390625,0
2026-04-02 09:15:00,22383.400390625,22383.400390625,22183.30078125,22234.349609375,0
2026-04-02 10:15:00,22234.5,22250.19921875,22188.94921875,22227.650390625,0
2026-04-02 11:15:00,22225.849609375,22300.599609375,22202.75,22267.0,0
2026-04-02 12:15:00,22267.849609375,22405.19921875,22231.25,22369.849609375,0
2026-04-02 13:15:00,22368.5,22628.25,22360.30078125,22627.25,0
2026-04-02 14:15:00,22625.849609375,22761.44921875,22569.150390625,22760.400390625,0
2026-04-02 15:15:00,22761.94921875,22781.94921875,22673.599609375,22700.25,0
2026-04-06 09:15:00,22785.849609375,22785.849609375,22562.849609375,22654.849609375,0
2026-04-06 10:15:00,22659.80078125,22679.69921875,22543.400390625,22567.80078125,0
2026-04-06 11:15:00,22567.44921875,22707.80078125,22558.650390625,22659.599609375,0
2026-04-06 12:15:00,22660.349609375,22864.849609375,22644.44921875,22860.69921875,0
2026-04-06 13:15:00,22861.30078125,22913.349609375,22843.400390625,22911.400390625,0
2026-04-06 14:15:00,22911.650390625,22997.650390625,22881.400390625,22989.349609375,0
2026-04-06 15:15:00,22990.30078125,22991.19921875,22954.19921875,22959.44921875,0
2026-04-07 09:15:00,22834.80078125,22928.349609375,22720.44921875,22920.0,0
2026-04-07 10:15:00,22921.80078125,22966.400390625,22827.75,22862.5,0
2026-04-07 11:15:00,22866.05078125,22991.55078125,22852.150390625,22942.55078125,0
2026-04-07 12:15:00,22939.94921875,22956.05078125,22905.69921875,22938.849609375,0
2026-04-07 13:15:00,22941.650390625,23063.349609375,22933.75,23011.94921875,0
2026-04-07 14:15:00,23014.55078125,23133.25,22982.150390625,23109.25,0
2026-04-07 15:15:00,23109.400390625,23151.849609375,23106.099609375,23129.94921875,0
2026-04-08 09:15:00,23855.150390625,23959.75,23836.900390625,23880.150390625,0
2026-04-08 10:15:00,23880.44921875,24004.19921875,23869.099609375,23991.75,0
2026-04-08 11:15:00,23991.599609375,24014.0,23920.150390625,23963.30078125,0
2026-04-08 12:15:00,23963.19921875,23988.599609375,23902.25,23974.099609375,0
2026-04-08 13:15:00,23974.30078125,24024.5,23944.0,23948.25,0
2026-04-08 14:15:00,23948.150390625,24017.599609375,23946.75,23994.849609375,0
2026-04-08 15:15:00,23994.25,24018.25,23985.30078125,24010.599609375,0
2026-04-09 09:15:00,23908.650390625,23989.75,23760.55078125,23839.0,0
2026-04-09 10:15:00,23839.05078125,23872.19921875,23803.650390625,23855.75,0
2026-04-09 11:15:00,23855.599609375,23907.30078125,23814.19921875,23881.25,0
2026-04-09 12:15:00,23881.05078125,23886.900390625,23801.599609375,23815.400390625,0
2026-04-09 13:15:00,23815.849609375,23817.30078125,23740.80078125,23753.19921875,0
2026-04-09 14:15:00,23753.44921875,23806.80078125,23683.349609375,23793.349609375,0
2026-04-09 15:15:00,23792.94921875,23794.349609375,23758.94921875,23766.05078125,0
2026-04-10 09:15:00,23880.55078125,24001.25,23867.19921875,23994.400390625,0
2026-04-10 10:15:00,23994.94921875,24035.599609375,23972.30078125,24013.30078125,0
2026-04-10 11:15:00,24012.05078125,24019.55078125,23953.80078125,24009.05078125,0
2026-04-10 12:15:00,24009.099609375,24032.599609375,23986.150390625,24002.55078125,0
2026-04-10 13:15:00,24003.150390625,24047.849609375,23996.0,24020.099609375,0
2026-04-10 14:15:00,24020.400390625,24073.80078125,23938.599609375,24057.5,0
2026-04-10 15:15:00,24058.099609375,24063.44921875,24045.900390625,24051.80078125,0
2026-04-13 09:15:00,23619.05078125,23693.69921875,23556.150390625,23660.05078125,0
2026-04-13 10:15:00,23655.5,23757.650390625,23634.05078125,23743.69921875,0
2026-04-13 11:15:00,23743.75,23816.099609375,23729.400390625,23814.599609375,0
2026-04-13 12:15:00,23814.69921875,23847.099609375,23771.75,23820.650390625,0
2026-04-13 13:15:00,23821.25,23905.650390625,23805.25,23854.5,0
2026-04-13 14:15:00,23854.75,23897.44921875,23822.25,23845.400390625,0
2026-04-13 15:15:00,23843.650390625,23847.0,23814.650390625,23818.900390625,0
2026-04-15 09:15:00,24166.099609375,24266.69921875,24146.69921875,24241.650390625,0
2026-04-15 10:15:00,24241.55078125,24273.150390625,24177.599609375,24184.25,0
2026-04-15 11:15:00,24184.5,24234.94921875,24174.5,24226.849609375,0
2026-04-15 12:15:00,24227.0,24236.650390625,24200.19921875,24220.55078125,0
2026-04-15 13:15:00,24220.650390625,24238.55078125,24187.75,24226.599609375,0
2026-04-15 14:15:00,24227.05078125,24265.75,24214.400390625,24227.849609375,0
2026-04-15 15:15:00,24228.69921875,24230.349609375,24206.5,24211.900390625,0
2026-04-16 09:15:00,24380.25,24400.099609375,24266.5,24307.599609375,0
2026-04-16 10:15:00,24306.150390625,24333.19921875,24292.44921875,24313.900390625,0
2026-04-16 11:15:00,24313.19921875,24328.94921875,24153.55078125,24184.80078125,0
2026-04-16 12:15:00,24182.94921875,24189.69921875,24108.099609375,24122.30078125,0
2026-04-16 13:15:00,24122.599609375,24190.5,24103.099609375,24166.69921875,0
2026-04-16 14:15:00,24166.69921875,24245.0,24153.75,24183.900390625,0
2026-04-16 15:15:00,24184.25,24203.25,24177.80078125,24188.400390625,0
2026-04-17 09:15:00,24173.599609375,24279.400390625,24109.44921875,24272.94921875,0
2026-04-17 10:15:00,24273.44921875,24303.849609375,24237.75,24265.099609375,0
2026-04-17 11:15:00,24264.650390625,24322.25,24253.150390625,24285.599609375,0
2026-04-17 12:15:00,24286.19921875,24293.69921875,24259.900390625,24285.05078125,0
2026-04-17 13:15:00,24284.30078125,24317.75,24265.400390625,24306.849609375,0
2026-04-17 14:15:00,24307.5,24357.900390625,24304.75,24354.55078125,0
2026-04-17 15:15:00,24353.650390625,24370.25,24348.099609375,24366.900390625,0
2026-04-20 14:15:00,24392.94921875,24394.05078125,24381.0,24381.80078125,0
2026-04-20 15:15:00,24382.25,24383.19921875,24318.0,24330.900390625,0
2026-04-21 09:15:00,24374.55078125,24524.650390625,24357.150390625,24513.150390625,0
2026-04-21 10:15:00,24513.44921875,24564.5,24487.5,24557.44921875,0
2026-04-21 11:15:00,24556.44921875,24568.25,24513.650390625,24559.05078125,0
2026-04-21 12:15:00,24559.0,24571.05078125,24525.349609375,24540.400390625,0
2026-04-21 13:15:00,24540.69921875,24569.80078125,24522.599609375,24537.400390625,0
2026-04-21 14:15:00,24537.19921875,24600.150390625,24526.05078125,24573.0,0
2026-04-21 15:15:00,24573.900390625,24600.849609375,24567.400390625,24581.05078125,0
2026-04-22 09:15:00,24463.75,24515.75,24354.150390625,24373.150390625,0
2026-04-22 10:15:00,24372.900390625,24447.80078125,24353.69921875,24428.150390625,0
2026-04-22 11:15:00,24427.94921875,24449.69921875,24390.55078125,24419.150390625,0
2026-04-22 12:15:00,24418.650390625,24437.69921875,24395.5,24431.25,0
2026-04-22 13:15:00,24429.75,24458.25,24385.44921875,24415.0,0
2026-04-22 14:15:00,24416.44921875,24430.25,24374.150390625,24382.400390625,0
2026-04-22 15:15:00,24382.05078125,24392.650390625,24356.69921875,24367.650390625,0
2026-04-23 09:15:00,24208.150390625,24309.900390625,24138.849609375,24275.349609375,0
2026-04-23 10:15:00,24276.80078125,24291.650390625,24185.19921875,24191.849609375,0
2026-04-23 11:15:00,24193.19921875,24225.900390625,24172.849609375,24222.5,0
2026-04-23 12:15:00,24222.94921875,24231.5,24167.099609375,24216.19921875,0
2026-04-23 13:15:00,24217.25,24281.099609375,24204.30078125,24209.19921875,0
2026-04-23 14:15:00,24209.099609375,24221.400390625,24157.94921875,24160.0,0
2026-04-23 15:15:00,24161.30078125,24175.099609375,24149.80078125,24156.05078125,0
2026-04-24 09:15:00,24109.55078125,24203.349609375,23944.849609375,23992.849609375,0
2026-04-24 10:15:00,23992.25,23992.25,23910.05078125,23916.19921875,0
2026-04-24 11:15:00,23915.099609375,23949.30078125,23894.150390625,23930.650390625,0
2026-04-24 12:15:00,23930.80078125,23936.5,23851.25,23865.5,0
2026-04-24 13:15:00,23865.599609375,23880.05078125,23815.349609375,23841.650390625,0
2026-04-24 14:15:00,23841.44921875,23930.5,23840.150390625,23895.44921875,0
2026-04-24 15:15:00,23895.25,23924.19921875,23894.5,23903.94921875,0
2026-04-27 09:15:00,23965.349609375,24107.349609375,23952.0,24063.30078125,0
2026-04-27 10:15:00,24063.900390625,24103.150390625,24013.0,24056.900390625,0
2026-04-27 11:15:00,24055.44921875,24077.5,23974.400390625,24040.5,0
2026-04-27 12:15:00,24039.849609375,24100.0,24031.19921875,24099.75,0
2026-04-27 13:15:00,24100.19921875,24129.30078125,24093.30078125,24122.19921875,0
2026-04-27 14:15:00,24122.099609375,24130.30078125,24078.900390625,24094.30078125,0
2026-04-27 15:15:00,24095.150390625,24112.75,24077.849609375,24110.19921875,0
2026-04-28 09:15:00,24044.900390625,24167.900390625,24001.349609375,24148.30078125,0
2026-04-28 10:15:00,24148.400390625,24181.75,24124.25,24148.0,0
2026-04-28 11:15:00,24148.150390625,24148.94921875,24029.30078125,24048.25,0
2026-04-28 12:15:00,24046.849609375,24057.44921875,23992.55078125,24017.599609375,0
2026-04-28 13:15:00,24018.69921875,24049.0,23961.599609375,23981.94921875,0
2026-04-28 14:15:00,23983.19921875,24046.44921875,23968.650390625,23972.44921875,0
2026-04-28 15:15:00,23972.75,24016.5,23958.05078125,24016.5,0
2026-04-29 09:15:00,24103.0,24235.849609375,24060.650390625,24233.80078125,0
2026-04-29 10:15:00,24235.19921875,24298.849609375,24234.650390625,24288.150390625,0
2026-04-29 11:15:00,24289.900390625,24311.150390625,24260.0,24293.150390625,0
2026-04-29 12:15:00,24295.099609375,24334.19921875,24293.19921875,24318.19921875,0
2026-04-29 13:15:00,24319.69921875,24325.849609375,24197.44921875,24214.599609375,0
2026-04-29 14:15:00,24215.599609375,24230.69921875,24168.650390625,24170.150390625,0
2026-04-29 15:15:00,24170.0,24171.400390625,24142.94921875,24163.599609375,0
2026-04-30 09:15:00,24005.69921875,24005.69921875,23824.900390625,23828.599609375,0
2026-04-30 10:15:00,23828.69921875,23857.30078125,23798.900390625,23799.900390625,0
2026-04-30 11:15:00,23800.900390625,23899.75,23797.05078125,23899.75,0
2026-04-30 12:15:00,23899.05078125,23956.30078125,23873.30078125,23950.150390625,0
2026-04-30 13:15:00,23948.849609375,24060.75,23938.349609375,24022.849609375,0
2026-04-30 14:15:00,24021.5,24086.94921875,23962.94921875,23991.30078125,0
2026-04-30 15:15:00,23992.099609375,24051.80078125,23984.650390625,24043.69921875,0
2026-05-04 09:15:00,24096.19921875,24289.19921875,24096.19921875,24175.19921875,0
2026-05-04 10:15:00,24175.30078125,24240.650390625,24142.80078125,24227.25,0
2026-05-04 11:15:00,24227.5,24249.150390625,24115.80078125,24117.0,0
2026-05-04 12:15:00,24117.349609375,24154.099609375,24083.599609375,24109.099609375,0
2026-05-04 13:15:00,24109.05078125,24111.75,24005.30078125,24103.75,0
2026-05-04 14:15:00,24105.0,24149.69921875,24071.0,24123.25,0
