INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP,index_name
NIFTY AUTO,26559.25,27258.2,26977.75,26549.85,9255.47,173847995,25-JUN-2026,NIFTY AUTO
NIFTY AUTO,26438.15,26558.45,26384.35,26241.6,4344.62,59712073,24-JUN-2026,NIFTY AUTO
NIFTY AUTO,26718.65,26732.65,26496.5,26437.55,4610.29,63519697,23-JUN-2026,NIFTY AUTO
NIFTY AUTO,26710.3,26802.1,26703.45,26609.9,4749.17,62470479,22-JUN-2026,NIFTY AUTO
NIFTY AUTO,26668.0,26692.3,26583.35,26462.05,5640.78,61044674,19-JUN-2026,NIFTY AUTO
NIFTY AUTO,26784.1,26843.35,26746.4,26654.25,3956.05,57787719,18-JUN-2026,NIFTY AUTO
NIFTY AUTO,26972.15,26986.2,26724.4,26548.7,5320.75,105281688,17-JUN-2026,NIFTY AUTO
NIFTY AUTO,27133.55,27133.55,26891.55,26850.95,4060.52,58206713,16-JUN-2026,NIFTY AUTO
NIFTY AUTO,26692.0,27127.45,26977.5,26650.4,7062.81,106050528,15-JUN-2026,NIFTY AUTO
NIFTY PHARMA,26027.75,26103.3,26003.6,25950.1,4022.32,27795143,15-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25640.5,26000.05,25907.1,25637.6,5771.57,61183250,14-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25613.8,25737.65,25643.35,25468.85,3309.95,25669219,13-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25681.7,25779.4,25674.1,25444.2,3742.34,28598800,10-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25422.4,25935.65,25656.25,25382.55,4125.1,34430672,09-JUL-2026,NIFTY PHARMA
