INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP,index_name
NIFTY PHARMA,25669.7,25989.15,25429.8,25308.95,3878.21,27326605,08-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25874.4,26022.75,25677.7,25645.9,3306.44,22728033,07-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25805.85,25902.15,25866.25,25695.85,2670.89,25299182,06-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25402.6,25861.5,25745.15,25399.9,4390.18,57144376,03-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25301.8,25364.75,25308.9,25160.3,2362.28,17861596,02-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25416.9,25591.3,25182.7,25133.25,2460.36,21705873,01-JUL-2026,NIFTY PHARMA
NIFTY PHARMA,25274.75,25476.55,25326.4,25173.05,5248.52,34848885,30-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,25098.9,25463.7,25227.9,24978.05,8409.42,50873358,29-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,25066.9,25155.95,24969.5,24948.25,2565.37,20389528,25-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,25052.75,25222.9,25018.95,24999.5,3776.37,53395068,24-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24863.9,25294.5,24989.95,24838.8,6873.79,127339062,23-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24558.75,24778.3,24762.9,24468.4,3186.29,21722920,22-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24276.15,24493.85,24460.3,24274.4,3297.87,22601794,19-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24173.0,24322.85,24282.2,24135.2,3071.41,20111937,18-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24198.75,24238.65,24146.55,24035.45,2825.58,19006155,17-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24272.2,24306.85,24157.85,24020.55,2251.21,16542156,16-JUN-2026,NIFTY PHARMA
NIFTY PHARMA,24551.65,24553.5,24220.1,24198.15,3108.07,25060629,15-JUN-2026,NIFTY PHARMA
NIFTY FMCG,48639.8,48694.95,48286.5,48177.1,4703.56,104618678,15-JUL-2026,NIFTY FMCG
NIFTY FMCG,48593.15,49074.35,48524.95,48466.45,2644.99,37647556,14-JUL-2026,NIFTY FMCG
NIFTY FMCG,49156.45,49156.45,48809.9,48723.65,2078.22,31055982,13-JUL-2026,NIFTY FMCG
NIFTY FMCG,49515.95,49644.35,49310.6,49202.9,2125.68,32311075,10-JUL-2026,NIFTY FMCG
